Index	FileName	SentenceHebrew	Transcription	Russian
461	s_de37f3cdb334.mp3	מָחָר אֶעֱבוֹד כָּל הַיּוֹם.	махáр ээвóд коль hа-йом.	Завтра я буду работать целый день.
462	s_13e414f1480c.mp3	מָחָר נִכְתּוֹב אֶת הַמִּבְחָן.	махáр нихтóв эт hа-мивхáн.	Завтра мы напишем тест.
463	s_7ee663b38488.mp3	בְּקָרוֹב נִפְגּוֹשׁ אֶת הַחֲבֵרִים.	бе-карóв нифгóш эт hа-хаверӣ́м.	Скоро мы встретим друзей.
464	s_daa7f226d228.mp3	דָּנִי כּוֹתֵב מִכְתָּב לַחֲבֵרָה.	дáни котéв михтáв ла-хаверá.	Дани пишет письмо подруге.
465	s_f6899d6215d6.mp3	הַתַּלְמִיד כּוֹתֵב שִׁיעוּרֵי בַּיִת.	hа-тальмӣ́д котéв шиурéй бáйт.	Ученик пишет домашнее задание.
466	s_b4d397938735.mp3	הַסּוֹפֵר כּוֹתֵב סֵפֶר חָדָשׁ.	hа-софéр котéв сéфер хадáш.	Писатель пишет новую книгу.
467	s_d5c7307a3611.mp3	דָּנִי פּוֹגֵשׁ חָבֵר בַּקָּפֶה.	дáни погéш хавéр ба-кафé.	Дани встречает друга в кафе.
468	s_b8aa62b083a8.mp3	אַבָּא כּוֹתֵב מִכְתָּב עַכְשָׁו.	áба котéв михтáв ахшáв.	Папа пишет письмо сейчас.
469	s_53716963def3.mp3	הַסְטוּדֶנְט לוֹמֵד הַרְבֵּה בַּלַּיְלָה.	hа-студéнт ломéд hарбé ба-лáйла.	Студент много учится ночью.
470	s_fbbdbb9e3fdb.mp3	הָרוֹפֵא עוֹבֵד בְּבֵית חוֹלִים.	hа-рофé овéд бе-вéйт холӣ́м.	Врач работает в больнице.
471	s_4807c37a7d90.mp3	דָּנִי עוֹבֵד שָׁעוֹת רַבּוֹת.	дáни овéд шаóт рабóт.	Дани работает много часов.
472	s_39a8943427f2.mp3	דָּנִי בָּא לַבַּיִת עַכְשָׁו.	дáни ба ла-бáйт ахшáв.	Дани идёт домой сейчас.
473	s_8ec4a48b1ebe.mp3	הָאוֹרֵחַ בָּא בָּעֶרֶב תָּמִיד.	hа-орéах ба ба-э́рев тамӣ́д.	Гость всегда приходит вечером.
474	s_ac4199ac39c4.mp3	הַחָבֵר בָּא לַמְּסִיבָּה הַיּוֹם.	hа-хавéр ба ла-месибá hайóм.	Друг приходит на вечеринку сегодня.
475	s_42af9c237e83.mp3	אַבָּא נָח עַל הַסַּפָּה.	áба нах аль hа-сапá.	Папа отдыхает на диване.
476	s_c0a4dd5f3036.mp3	יֵשׁ כָּאן אֵשׁ גְּדוֹלָה.	йеш кан эш гдолá.	Здесь есть большой огонь.
477	s_edb8b25a97ae.mp3	הַסֵּפֶר נִקְנֶה בַּחֲנוּת הַיּוֹם.	hа-сéфер никнé ба-ханýт hайóм.	Книга покупается в магазине сегодня.
478	s_9085110393f9.mp3	דָּנִי רוֹצֶה כּוֹס קָפֶה.	дáни роцé кос кафé.	Дани хочет чашку кофе.
479	s_b68af73c5989.mp3	הַכֹּל נַעֲשֶׂה בְּבֵית הַסֵּפֶר.	hа-кóль наасé бе-вéйт hа-сéфер.	Всё делается в школе.
480	s_8701e7490abc.mp3	הַתֵּה נִשְׁתֶּה בַּבּוֹקֶר תָּמִיד.	hа-тé ништé ба-бóкер тамӣ́д.	Чай выпивается утром всегда.
481	s_f24133b87c36.mp3	דָּנִי רוֹאֶה תְּמוּנָה יָפָה.	дáни роэ́ тмунá яфá.	Дани видит красивую картину.
482	s_4dfe1cee7f53.mp3	הַפַּחַד מְאַבֵּן אֶת הָאִישׁ.	hа-пáхад меабéн эт hа-ӣ́ш.	Страх парализует этого человека.
483	s_3810229721a9.mp3	זֶה עֵץ אֵשֶׁל גָּבוֹהַּ.	зэ эц э́шель гавóаh.	Это высокое дерево тамариск.
484	s_287de51a007a_f.mp3	אֲנִי מְבַקֶּשֶׁת כּוֹס מַיִם.	ани́ меваке́шет кос мáйим.	Я прошу стакан воды.
485	s_5ea7ec7d4362.mp3	הַסֶּרֶט מַתְחִיל בְּשֶׁבַע בָּעֶרֶב.	hасéрет матхíль бешéва баъéрев.	Фильм начинается в семь вечера.
486	s_45429c606b28_f.mp3	אֲנִי מַרְגִּישָׁה מְצוּיָן הַיּוֹם.	ани́ маргиша́ мецуйáн hайóм.	Я чувствую себя отлично сегодня.
487	s_e56ad8af038b.mp3	הַמּוֹרֶה מַסְבִּיר אֶת הַחוֹמֶר.	hаморé масбíр эт hахóмер.	Учитель объясняет материал.
488	s_bdd5a0a630bb.mp3	יֵשׁ לָהּ נֶמֶשׁ קָטָן.	йеш лаh нéмеш катáн.	У неё есть маленькая веснушка.
489	s_ef2c09c80a8b.mp3	דָּנִי מִתְחַתֵּן עִם שָׂרָה.	дáни митхатéн им сарá.	Дани женится на Саре.
490	s_82bed8b148ad.mp3	הַבַּנְק נִסְגָּר בְּאַרְבַּע הַיּוֹם.	hабáнк нисгáр беáрба hайóм.	Банк закрывается в четыре сегодня.
491	s_ea4d93e72af6.mp3	הַקַּנְיוֹן נִפְתָּח בְּתֵשַׁע בַּבּוֹקֶר.	hаканьóн нифтáх бетéша бабóкер.	Торговый центр открывается в девять утра.
492	s_c68add321d5c.mp3	הַמִּכְתָּב נִכְתָּב בְּעִבְרִית עַכְשָׁו.	hамихтáв нихтáв беиврíт ахшáв.	Письмо пишется на иврите сейчас.
493	s_8b1a52919bfa.mp3	הַחַלּוֹן נִשְׁבָּר מֵהָרוּחַ הַחֲזָקָה.	hахалóн нишбáр меhарýах hахазакá.	Окно разбивается от сильного ветра.
494	s_12ba197be536.mp3	הַסֵּפֶר נִמְצָא עַל הַשּׁוּלְחָן.	hасéфер нимцá аль hашульхáн.	Книга находится на столе.
495	s_e21636eaf408.mp3	הַסֶּרֶט נִגְמָר בְּעוֹד שָׁעָה.	hасéрет нигмáр беъóд шаъá.	Фильм заканчивается через час.
496	s_91ae61c7cacb.mp3	הַבַּיִת נִמְכָּר בִּמְחִיר טוֹב.	hабáит нимкáр бимхíр тов.	Дом продаётся по хорошей цене.
497	s_8b3640dedbca_f.mp3	אֲנִי נִזְהֶרֶת מֵהַכֶּלֶב הַזֶּה.	анӣ низhе́рет ме-hа-кéлев hа-зэ́.	Я остерегаюсь этой собаки.
498	s_384e459e77c6.mp3	הַכֶּסֶף נֶעֱלָם מֵהַשּׁוּלְחָן.	hа-кéсеф неълáм ме-hа-шульхáн.	Деньги исчезают со стола.
499	s_cc85f8a9a875_f.mp3	אֲנִי סוֹמֶכֶת עָלֶיךָ תָּמִיד.	анӣ соме́хет алéха тамӣ́д.	Я всегда полагаюсь на тебя.
500	s_1778a4654fe5.mp3	הָרֶכֶב מִתְקָרֵב אֶל הַתַּחֲנָה.	hа-рéхев миткарéв эль hа-таханá.	Машина приближается к остановке.
501	s_fcf7e65c280e.mp3	הַמִּפְעָל מַתְפִּיל מֵי יָם.	hа-мифъáль матпúль мэй ям.	Завод опресняет морскую воду.
502	s_68dd1e36d1d5.mp3	הַמַּדְּעָן חוֹקֵר אֶת הַנּוֹשֵׂא.	hа-мадъáн хокéр эт hа-носэ́.	Учёный исследует эту тему.
503	s_3c30e85458b9.mp3	הָאוּלְפָּן קוֹלֵט עוֹלִים חֲדָשִׁים.	hа-ульпáн колéт олúм хадашúм.	Ульпан принимает новых репатриантов.
504	s_720d077045ea.mp3	הַתַּלְמִיד מַטֶּה אֶת הַפּוֹעַל.	hа-тальмúд матэ́ эт hа-пóаль.	Ученик спрягает глагол.
505	s_4af2c2d6f333_f.mp3	אֲנִי מְסַדֶּרֶת אֶת הַחֶדֶר.	анӣ́ месаде́рет эт hа-хéдер.	Я навожу порядок в комнате.
506	s_beab7fe85f6c.mp3	סַבָּא מְסַפֵּר סִפּוּר מְעַנְיֵן.	сáба месапэ́р сипýр меаньéн.	Дедушка рассказывает интересную историю.
507	s_1fbcca9afd4e.mp3	הַבַּנְק נִפְתָּח עַכְשָׁיו.	hа-банк нифтáх ахшáв.	Банк открывается сейчас.
508	s_0f16dc5a70ea.mp3	מָה הַשֵּׁם שֶׁלְּךָ?	ма hа-шем шельхá?	Как тебя зовут? (досл. Каково твоё имя?)
509	s_375a01d4f233.mp3	הַיּוֹם יוֹם יָפֶה מְאֹד.	hа-йом йом яфэ́ меóд.	Сегодня очень красивый день.
510	s_9ea05c72a19e_f.mp3	אֲנִי שׁוֹתָה תֵּה בַּבֹּקֶר.	анӣ шота́ тэ ба-бóкер.	Я пью чай утром.
511	s_f4ed326a821f.mp3	לַיְלָה טוֹב לְכוּלָּם.	лáйла тов ле-хулáм.	Доброй ночи всем.
512	s_06c76a71e03c_f.mp3	אֲנִי רוֹצָה קָפֶה חַם.	анӣ роца́ кафэ́ хам.	Я хочу горячий кофе.
513	s_c8f6720fa6a8.mp3	יֵשׁ פֹּה מַיִם קָרִים.	йеш по мáйим карӣ́м.	Здесь есть холодная вода.
514	s_e53a45a7c193_f.mp3	אֲנִי רוֹצָה קָפֶה עִם חָלָב.	анӣ роца́ кафэ́ им халáв.	Я хочу кофе с молоком.
515	s_af01eacf41b6_f.mp3	אַתְּ רוֹצָה סוֹכֶרֶת בַּתֵּה?	ат роца́ сукáр ба-тэ?	Ты хочешь сахар в чай?
516	s_c5093355c7e5.mp3	זֹאת עוּגָה טְעִימָה מְאֹד.	зот угá теимá меóд.	Это очень вкусный пирог.
517	s_2c1cb05678b7.mp3	אֶפְשָׁר חֶשְׁבּוֹן, בְּבַקָּשָׁה?	эфшáр хешбóн, бевакашá?	Можно счёт, пожалуйста?
518	s_5c41ff550f25.mp3	תֵּל אָבִיב זֹאת עִיר יָפָה.	Тель Авӣв зот ир яфá.	Тель-Авив — это красивый город.
519	s_44fff0c3b0e0.mp3	יִשְׂרָאֵל מְדִינָה קְטַנָּה.	Исраэ́ль мединá ктанá.	Израиль — маленькая страна.
520	s_e7060303dbfa_f.mp3	אֲנִי גָּרָה בְּיִשְׂרָאֵל עַכְשָׁו.	анӣ гара́ бе-Исраэ́ль ахшáв.	Я живу в Израиле сейчас.
521	s_a53fd2f99df0_f.mp3	אֲנִי מְדַבֶּרֶת עִבְרִית בָּאוּלְפָּן.	анӣ медабе́рет иврӣ́т ба-ульпáн.	Я говорю на иврите в ульпане.
522	s_36074bc1dd4d.mp3	הִיא מְדַבֶּרֶת רוּסִית בַּבַּיִת.	hи медабéрет русӣ́т ба-бáит.	Она говорит по-русски дома.
523	s_1e28d88d954a_f.mp3	אַתְּ מְבַיֶּנֶת אַנְגְּלִית טוֹבָה?	ат мевӣ́н англӣ́т това́?	Ты хорошо понимаешь по-английски?
524	s_e9c7127bfb1b_f.mp3	אֲנִי קוֹרֵאת סֵפֶר טוֹב.	анӣ ко́рет сéфер тов.	Я читаю хорошую книгу.
525	s_4e324573ce8d.mp3	יֵשׁ לִי מַחְבֶּרֶת חֲדָשָׁה.	йеш ли махбéрет хадашá.	У меня есть новая тетрадь.
526	s_1f11f086a1b2.mp3	אֶפְשָׁר עֵט, בְּבַקָּשָׁה?	эфшáр эт, бевакашá?	Можно ручку, пожалуйста?
527	s_7be786e4ef9d.mp3	הַסֵּפֶר עַל הַשּׁוּלְחָן.	hа-сéфер аль hа-шульхáн.	Книга на столе.
528	s_775a25faf92b.mp3	זֶה כִּסֵּא נוֹחַ מְאֹד.	зэ кисэ́ нóах меóд.	Это очень удобный стул.
529	s_dbc7ad25a0dc.mp3	הַמּוֹרֶה מְדַבֵּר לְאַט בַּשִּׁעוּר.	hа-морé медабéр леáт ба-шиў́р.	Учитель говорит медленно на уроке.
530	s_b3d6badc4e78_f.mp3	אֲנִי קוֹנָה הַכֹּל בַּסּוּפֶּרְמַרְקֶט.	анӣ кона́ hакóль ба-су́пермаркет.	Я покупаю всё в супермаркете.
531	s_c28369f89d27.mp3	אֲנַחְנוּ הוֹלְכִים לַשּׁוּק הַיּוֹם.	анáхну hольхӣ́м ла-шук hа-йом.	Мы идём на рынок сегодня.
532	s_cd1a84a00d0a.mp3	כַּמָּה עוֹלוֹת הָעַגְבָנִיּוֹת הָאֵלֶּה?	кáма олóт hа-агванийóт hа-э́ле?	Сколько стоят эти помидоры?
533	s_61382e66d759_f.mp3	אֲנִי רוֹצָה קִילוֹ מְלָפְפוֹנִים.	анӣ роца́ кӣ́ло мелафефонӣ́м.	Я хочу килограмм огурцов.
534	s_d5cc4f9ff049.mp3	יֵשׁ פֹּה לֶחֶם טָרִי?	йеш по лéхем тарӣ́?	Здесь есть свежий хлеб?
535	s_6b835caec639.mp3	הִיא אוֹהֶבֶת גְּבִינָה טְעִימָה.	hи оhéвет гвинá теимá.	Она любит вкусный сыр.
536	s_efe368fdef5c.mp3	זֶה עוֹלֶה עֲשָׂרָה שְׁקָלִים.	зэ олé асарá шкалӣ́м.	Это стоит десять шекелей.
537	s_133858d67656_f.mp3	אֲנִי רוֹצָה שְׁנֵי קִילוֹ תַּפּוּזִים.	анӣ роца́ шней кӣ́ло тапузӣ́м.	Я хочу два килограмма апельсинов.
538	s_56cb65008f64_f.mp3	אַתְּ רוֹצָה שַׂקִּית גְּדוֹלָה?	ат роца́ сакӣ́т гдолá?	Ты хочешь большой пакет?
539	s_3d36ee820bef.mp3	הַמּוֹכֵר עוֹזֵר לִי בַּחֲנוּת.	hа-мохéр озéр ли ба-ханýт.	Продавец помогает мне в магазине.
540	s_371936a20e59.mp3	יֵשׁ לִי מִשְׁפָּחָה גְּדוֹלָה.	йеш ли мишпахá гдолá.	У меня большая семья.
541	s_fd98c8af4bb0.mp3	אַבָּא שֶׁלִּי עוֹבֵד פֹּה.	áба шелӣ́ овéд по.	Мой папа работает здесь.
542	s_f41b1b9e6c47.mp3	אִמָּא שֶׁלִּי בַּבַּיִת עַכְשָׁו.	ӣ́ма шелӣ́ ба-бáит ахшáв.	Моя мама дома сейчас.
543	s_2a81f4bf497c.mp3	יֵשׁ לִי אָח אֶחָד.	йеш ли ах эхáд.	У меня есть один брат.
544	s_26f655f58ad7.mp3	אָחוֹת שֶׁלִּי לוֹמֶדֶת בָּאוּלְפָּן.	ахóт шелӣ́ ломéдет ба-ульпáн.	Моя сестра учится в ульпане.
545	s_b858775e9297.mp3	הַבֵּן שֶׁלּוֹ לוֹמֵד בְּבֵית סֵפֶר.	hа-бен шелó ломéд бе-вейт сéфер.	Его сын учится в школе.
546	s_102e49b0479e.mp3	יֵשׁ לָהֶם בַּת קְטַנָּה.	йеш лаhéм бат ктанá.	У них есть маленькая дочь.
547	s_8528e7513600.mp3	סַבָּא שֶׁלִּי גָּר בִּירוּשָׁלַיִם.	сáба шелӣ́ гар би-Йерушалáим.	Мой дедушка живёт в Иерусалиме.
548	s_7c97e0344627.mp3	סָבְתָא מְבַשֶּׁלֶת מָרָק טָעִים.	сáвта мевашéлет марáк таӣ́м.	Бабушка готовит вкусный суп.
549	s_e66821d45236.mp3	זֹאת תְּמוּנָה יָפָה מְאֹד.	зот тмунá яфá меóд.	Это очень красивая фотография.
550	s_f91926100278.mp3	הַיְּלָדִים הוֹלְכִים לְבֵית סֵפֶר.	hа-еладӣ́м hольхӣ́м ле-вейт сéфер.	Дети идут в школу.
551	s_923b0bd294c9.mp3	זֹאת דִּירָה יָפָה וּגְדוֹלָה.	зот дирá яфá у-гдолá.	Это красивая и большая квартира.
552	s_6554186cede9.mp3	יֵשׁ לִי חֶדֶר גָּדוֹל.	йеш ли хéдер гадóль.	У меня большая комната.
553	s_b3989ac6d5f6.mp3	אֲנַחְנוּ יוֹשְׁבִים בַּסָּלוֹן עַכְשָׁו.	анáхну йошвӣ́м ба-салóн ахшáв.	Мы сидим в гостиной сейчас.
554	s_2907fb9b20df.mp3	אִמָּא מְבַשֶּׁלֶת בַּמִּטְבָּח עַכְשָׁו.	ӣ́ма мевашéлет ба-митбáх ахшáв.	Мама готовит на кухне сейчас.
555	s_f484cd5a8887.mp3	זֹאת מִיטָּה נוֹחָה מְאֹד.	зот митá нóха меóд.	Это очень удобная кровать.
556	s_3ccf2df8e730.mp3	הַבְּגָדִים שֶׁלִּי בָּאָרוֹן.	hа-бгадӣ́м шелӣ́ ба-арóн.	Моя одежда в шкафу.
557	s_429b9e74f35c.mp3	הֶחָלָב נִמְצָא בַּמְּקָרֵר.	hе-халáв нимцá ба-мекарéр.	Молоко находится в холодильнике.
558	s_e98eb56caaec.mp3	אֶפְשָׁר לִפְתֹּחַ אֶת הַחַלּוֹן?	эфшáр лифтóах эт hа-халóн?	Можно открыть окно?
559	s_2bf79aa69c33_f.mp3	אֲנִי כּוֹתֶבֶת מִכְתָּב לַחֲבֵר.	анӣ коте́вет михтáв ла-хавéр.	Я пишу письмо другу.
560	s_593913092614.mp3	יֵשׁ לִי עֲבוֹדָה מְעַנְיֶנֶת.	йеш ли аводá меаньéнет.	У меня интересная работа.
561	s_6c9ad7d79426.mp3	אֲנַחְנוּ לוֹמְדִים בָּאוּלְפָּן הַיּוֹם.	анáхну ломдӣ́м ба-ульпáн hа-йом.	Мы учимся в ульпане сегодня.
562	s_af2ae21c5b81.mp3	מָה הַשָּׁעָה עַכְשָׁו?	ма hа-шаá ахшáв?	Который сейчас час?
563	s_bc245dcd8064.mp3	רַק דַּקָּה אַחַת, בְּבַקָּשָׁה.	рак дакá ахáт, бевакашá.	Только одну минуту, пожалуйста.
564	s_4ed13796d2e1_f.mp3	אֲנִי אוֹכֶלֶת בַּצָּהֳרַיִּים.	анӣ охе́лет ба-цоhорáим.	Я ем в обеденное время.
565	s_ed31a8dc8bc8_f.mp3	אֲנִי אוֹכֶלֶת אֲרוּחַת בֹּקֶר.	анӣ охе́лет арухáт бóкер.	Я ем завтрак.
566	s_92aaecc98331.mp3	זֹאת אֲרוּחַת עֶרֶב טְעִימָה.	зот арухáт э́рев теимá.	Это вкусный ужин.
567	s_4c0e1866b168_f.mp3	אֲנִי נוֹסַעַת בְּאוֹטוֹבּוּס לָעֲבוֹדָה.	анӣ носа́ат бе-óтобус ла-аводá.	Я еду на автобусе на работу.
568	s_f3fb7fbba22f.mp3	הָרַכֶּבֶת מַגִּיעָה בַּזְּמַן.	hа-ракéвет магӣ́а ба-змáн.	Поезд прибывает вовремя.
569	s_d8137de61b95.mp3	אֲנַחְנוּ לוֹקְחִים מוֹנִית לַתַּחֲנָה.	анáхну локхӣ́м монӣ́т ла-таханá.	Мы берём такси до остановки.
570	s_9b53105fb6ba.mp3	אֵיפֹה הַתַּחֲנָה שֶׁל הָאוֹטוֹבּוּס?	э́йфо hа-таханá шель hа-óтобус?	Где автобусная остановка?
571	s_1c1c2107dff6.mp3	הָאוֹטוֹבּוּס נוֹסֵעַ לַתַּחֲנָה הַמֶּרְכָּזִית.	hа-óтобус носéа ла-таханá hа-мерказӣ́т.	Автобус едет на центральную автостанцию.
572	s_29a97b4243c3.mp3	זֶה רְחוֹב שָׁקֵט מְאֹד.	зэ рехóв шакéт меóд.	Это очень тихая улица.
573	s_0c1f47f7c1c6.mp3	אֶפְשָׁר כַּרְטִיס אֶחָד, בְּבַקָּשָׁה?	эфшáр картӣ́с эхáд, бевакашá?	Можно один билет, пожалуйста?
574	s_e793e4f6682c_f.mp3	אֲנִי קוֹנָה קִילוֹ בָּצָל.	анӣ кона́ кӣло бацáль.	Я покупаю килограмм лука.
575	s_e41ed3227772_f.mp3	אֲנִי רוֹצָה שׁוּם טָרִי.	анӣ роца́ шум тарӣ́.	Я хочу свежий чеснок.
576	s_9834dbd1f7c7.mp3	יֵשׁ פֹּה תַּפּוּחַ אֲדָמָה.	йеш по тапӯ́ах адамá.	Здесь есть картофель.
577	s_92c7aabba30d.mp3	הַתַּפּוּחַ הַזֶּה מָתוֹק מְאֹד.	hа-тапӯ́ах hа-зэ матóк меóд.	Это яблоко очень сладкое.
578	s_2bfb102e6b14.mp3	הַבַּנָּנָה הַזֹּאת מְתוּקָה מְאֹד.	hа-банáна hа-зот мэтукá меóд.	Этот банан очень сладкий.
579	s_2d369f8262fa_f.mp3	אֲנִי שׁוֹתָה מִיץ תַּפּוּזִים.	анӣ шота́ миц тапузӣ́м.	Я пью апельсиновый сок.
580	s_0e727c0d550a.mp3	הָאַבַטִיחַ הַזֶּה מָתוֹק מְאֹד.	hа-аватӣ́ах hа-зэ матóк меóд.	Этот арбуз очень сладкий.
581	s_35a3b7a630c4.mp3	הָאַבוֹקָדוֹ בַּשּׁוּק טָרִי מְאֹד.	hа-авокáдо ба-шук тарӣ́ меóд.	Авокадо на рынке очень свежий.
582	s_917bae072f12_f.mp3	אֲנִי שָׂמָה גֶּזֶר בַּסָּלָט.	анӣ сама́ гéзер ба-салáт.	Я кладу морковь в салат.
583	s_0b859d18edc0_f.mp3	אֲנִי אוֹכֶלֶת בֵּיצָה בַּבֹּקֶר.	анӣ охе́лет бейцá ба-бóкер.	Я ем яйцо утром.
584	s_654283becd62_f.mp3	אֲנִי מַזְמִינָה מָרָק עוֹף.	анӣ мазмина́ марáк оф.	Я заказываю куриный суп.
585	s_4458a550d87d.mp3	יֵשׁ פֹּה דָּג טָרִי?	йеш по даг тарӣ́?	Здесь есть свежая рыба?
586	s_e161d184c4d6_f.mp3	אֲנִי אוֹכֶלֶת אוֹרֶז בַּצָּהֳרַיִם.	анӣ охе́лет óрез ба-цоhорáйим.	Я ем рис в обед.
587	s_844aa7aeffce_f.mp3	אֲנִי מְכִינָה סָלָט יִשְׂרְאֵלִי.	анӣ махӣн салáт исрээлӣ́.	Я готовлю израильский салат.
588	s_80dc8db8c74d.mp3	יֵשׁ פֹּה שֶׁמֶן זַיִת?	йеш по шéмен зáйит?	Здесь есть оливковое масло?
589	s_ea8ebe013182.mp3	אֶפְשָׁר קְצָת מֶלַח, בְּבַקָּשָׁה?	эфшáр кцат мéлах, бевакашá?	Можно немного соли, пожалуйста?
590	s_fea7c6275220.mp3	יֵשׁ פֹּה הֲנָחָה טוֹבָה.	йеш по hанахá товá.	Здесь есть хорошая скидка.
591	s_e663e46bfc50.mp3	יֵשׁ מִבְצָע גָּדוֹל בַּשּׁוּק.	йеш мивцá гадóль ба-шук.	На рынке большая акция.
592	s_99748ecc9bb6_f.mp3	אֲנִי רוֹצָה קַבָּלָה, בְּבַקָּשָׁה.	анӣ роца́ кабалá, бевакашá.	Я хочу чек, пожалуйста.
593	s_ec5be1e166d3.mp3	סְלִיחָה, כַּמָּה זֶה עוֹלֶה?	слихá, кáма зэ олé?	Извините, сколько это стоит?
594	s_df05644d3c37_f.mp3	אַתְּ רוֹצָה עוֹד מַשֶּׁהוּ?	ат роца́ од мáшеhу?	Ты хочешь что-нибудь еще?
595	s_57ed1e207ea9.mp3	זֹאת מִסְעָדָה טוֹבָה מְאוֹד.	зот мисадá товá меóд.	Это очень хороший ресторан.
596	s_1682866f4630.mp3	הָאוֹכֶל כָּאן טָעִים מְאוֹד.	hа-óхель кан таӣм меóд.	Еда здесь очень вкусная.
597	s_38ab4bb56083.mp3	הַחוּמוּס הַזֶּה טָעִים מְאוֹד.	hа-хýмус hа-зэ таӣм меóд.	Этот хумус очень вкусный.
598	s_5bd6702d45fc.mp3	הַפָלָאפֶל כָּאן טָעִים מְאוֹד.	hа-фалáфель кан таӣм меóд.	Фалафель здесь очень вкусный.
599	s_dd9103e6910c.mp3	אֶפְשָׁר תַּפְרִיט, בְּבַקָּשָׁה?	эфшáр тафрӣт, бевакашá?	Можно меню, пожалуйста?
600	s_77863838660e.mp3	הַיּוֹם מֶזֶג אֲוִויר נָעִים.	hа-йом мэ́зег авӣр наӣ́м.	Сегодня приятная погода.
601	s_a426802a7469.mp3	הַיּוֹם יוֹרֵד גֶּשֶׁם חָזָק.	hа-йом йорэ́д гэ́шем хазáк.	Сегодня идёт сильный дождь.
602	s_a3c2aa044022.mp3	הַשֶּׁמֶשׁ חַמָּה מְאוֹד הַיּוֹם.	hа-шэ́меш хамá меóд hа-йом.	Солнце сегодня очень жаркое.
603	s_cb5a9a3e52cd.mp3	הַיּוֹם יֵשׁ רוּחַ חֲזָקָה.	hа-йом йеш рýах хазакá.	Сегодня сильный ветер.
604	s_765eab54d372.mp3	הַקַּיִץ בְּיִשְׂרָאֵל חַם מְאוֹד.	hа-кáйиц бе-исраэ́ль хам меóд.	Лето в Израиле очень жаркое.
605	s_0f3bec44e780.mp3	הַחוֹרֶף פֹּה קַר מְאוֹד.	hа-хóреф по кар меóд.	Зима здесь очень холодная.
606	s_1beda241ec55.mp3	הָאָבִיב בְּיִשְׂרָאֵל יָפֶה מְאוֹד.	hа-авӣв бе-исраэ́ль яфэ́ меóд.	Весна в Израиле очень красивая.
607	s_0dd95d3b9348.mp3	הַסְּתָיו בְּיִשְׂרָאֵל נָעִים מְאוֹד.	hа-стáв бе-исраэ́ль наӣ́м меóд.	Осень в Израиле очень приятная.
608	s_8b5e09060b6d.mp3	זֶה בֶּגֶד יָפֶה מְאֹד.	зэ бэ́гед яфэ́ меóд.	Это очень красивая одежда.
609	s_0ac60fa1e249.mp3	הַחוּלְצָה הַזֹּאת יָפָה מְאֹד.	hа-хульцá hа-зот яфá меóд.	Эта рубашка очень красивая.
610	s_1240f1c726de_f.mp3	אֲנִי לוֹבֶשֶׁת מִכְנָסַיִּים שְׁחוֹרִים.	анӣ лове́шет михнасáйим шхорӣ́м.	Я ношу чёрные брюки.
611	s_312978316e32.mp3	יֵשׁ לָהּ שִׂמְלָה אֲדוּמָּה.	йеш ла симлá адумá.	У неё есть красное платье.
612	s_860236c3c0ba.mp3	הַנַּעֲלַיִּים הָאֵלֶּה נוֹחוֹת מְאֹד.	hа-наалáйим hа-э́ле нохóт меóд.	Эти туфли очень удобные.
613	s_c3e86164e1d2_f.mp3	אֵיזֶה צֶבַע אַתְּ אוֹהֶבֶת?	э́йзе цэ́ва ат оhе́вет?	Какой цвет ты любишь?
614	s_634d1fd87d9e.mp3	אֵיזוֹ מִידָּה אַתְּ צְרִיכָה?	э́йзо мидá ат цриха́?	Какой размер тебе нужен?
615	s_82ebeaa511c2.mp3	אֵיפֹה תָּא הַמְּדִידָה כָּאן?	э́йфо та hа-мэдидá кан?	Где здесь примерочная?
616	s_3bf3cafaed88_f.mp3	אֲנִי הוֹלֶכֶת לָרוֹפֵא הַיּוֹם.	анӣ hоле́хет ла-рофэ́ hа-йом.	Я иду к врачу сегодня.
617	s_b3779971c23a.mp3	הַמִּרְפָּאָה פְּתוּחָה עַכְשָׁיו.	hа-мирпаá птухá ахшáв.	Поликлиника сейчас открыта.
618	s_c8abe189f0e3.mp3	אֵיפֹה קוּפַּת חוֹלִים שֶׁלְּךָ?	э́йфо купáт холӣ́м шельхá?	Где твоя больничная касса?
619	s_7fb3307d6dd9.mp3	כּוֹאֵב לִי הָרֹאשׁ מְאֹד.	коэ́в ли hа-рош меóд.	У меня очень болит голова.
620	s_88a60781ded9.mp3	כּוֹאֶבֶת לִי הַבֶּטֶן הַיּוֹם.	коэ́вет ли hа-бэ́тен hа-йом.	У меня сегодня болит живот.
621	s_2195c155909b.mp3	כּוֹאֵב לִי הַגָּרוֹן מְאֹד.	коэ́в ли hа-гарóн меóд.	У меня очень болит горло.
622	s_bdbc2e8aa361.mp3	יֵשׁ לִי חוֹם גָּבוֹהַּ.	йеш ли хом гавóаh.	У меня высокая температура.
623	s_efd4785025e3_f.mp3	אֲנִי לוֹקַחַת תְּרוּפָה עַכְשָׁיו.	анӣ лока́хат труфá ахшáв.	Я принимаю лекарство сейчас.
624	s_b901700c59b4.mp3	אֵיפֹה יֵשׁ בֵּית מִרְקַחַת?	э́йфо йеш бэйт миркáхат?	Где есть аптека?
625	s_daafc344f5f9.mp3	זֶה הַיּוֹם-יוֹם שֶׁלָּנוּ פֹּה.	зэ hа-йом-йом шелáну по.	Это наша повседневная жизнь здесь.
