Index	FileName	SentenceHebrew	Transcription	Russian
150	s_d6ed26b6d80c.mp3	הוּא מֵסִיר כְּתָמִים קָשִׁים מֵהָרִפּוּד.	hу месӣ́р ктамӣ́м кашӣ́м ме-hа-рипӯ́д.	Он выводит трудновыводимые пятна с обивки.
151	s_3cffda42ff4b.mp3	הוּא מַשְׁחִיר אֶת הַצְּמִיגִים בְּחוֹמֶר.	hу машхӣ́р эт hа-цмигӣ́м бэ-хóмер.	Он чернит покрышки средством.
152	s_c4418d92320e.mp3	הוּא מְבַשֵּׂם אֶת פְּנִים הָרֶכֶב.	hу мевасéм эт пним hа-рéхев.	Он ароматизирует салон автомобиля.
153	s_19bf715c5a45.mp3	הוּא מְרוֹקֵן אֶת פַּח הָאַשְׁפָּה.	hу мерокéн эт пах hа-ашпá.	Он опустошает мусорное ведро.
154	s_a509fa07b5a9.mp3	הוּא מְנַעֵר אֶת שַׁטִיחֵי הָרֶכֶב.	hу менаэ́р эт шатихéй hа-рéхев.	Он встряхивает коврики машины.
155	s_6a67a9909689.mp3	הוּא מַכְנִיס אֶת הָרֶכֶב לַמִּנְהָרָה.	hу махнӣ́с эт hа-рéхев ла-минhарá.	Он заводит машину в туннель мойки.
156	s_6e37efe02931.mp3	הוּא מוֹסֵר רֶכֶב נָקִי לַלָּקוֹחַ.	hу мосéр рéхев накӣ́ ла-лакóах.	Он сдаёт чистый автомобиль клиенту.
157	s_bfac96acdbdf.mp3	אֲנִי רוֹצֶה לִשְׁתּוֹת קָפֶה.	анӣ роцé лишто́т кафэ́.	Я хочу пить кофе.
158	s_125e36be0b21.mp3	הוּא שׁוֹתֶה מַיִם קָרִים.	hу шотé мáйим карӣ́м.	Он пьёт холодную воду.
159	s_8488faac758b.mp3	אֲנִי גָּר בְּתֵל אָבִיב.	анӣ гар бе-тель авӣ́в.	Я живу в Тель-Авиве.
160	s_2a9576bf778b.mp3	הוּא לוֹמֵד בָּאוּלְפָּן הַיּוֹם.	hу ломéд ба-ульпáн hайóм.	Он учится в ульпане сегодня.
161	s_f75458bf4cff.mp3	אֲנִי כּוֹתֵב מִכְתָּב עַכְשָׁיו.	анӣ котéв михтáв ахшáв.	Я пишу письмо сейчас.
162	s_f76e781914c5.mp3	אֲנִי הוֹלֵךְ לַעֲבוֹדָה הַיּוֹם.	анӣ hолéх ла-аводá hайóм.	Я иду на работу сегодня.
163	s_c3edae33d7a8.mp3	הוּא עוֹבֵד בְּמִשְׂרָד גָּדוֹל.	hу овéд бе-мисрáд гадóль.	Он работает в большом офисе.
164	s_1c04ca7037ef.mp3	אֲנִי שׁוֹמֵעַ מוּזִיקָה טוֹבָה.	анӣ шомéа му́зика товá.	Я слушаю хорошую музыку.
165	s_2bc00328324f.mp3	הוּא פּוֹתֵחַ אֶת הַדֶּלֶת.	hу потéах эт hа-дéлет.	Он открывает дверь.
166	s_cc0cfd4ce033.mp3	אֲנִי קָם מוּקְדָּם בַּבֹּקֶר.	анӣ кам мукдáм ба-бóкер.	Я встаю рано утром.
167	s_0428b89873f4.mp3	אֲנִי אוֹהֵב קָפֶה חַם.	анӣ́ оhэ́в кафэ́ хам.	Я люблю горячий кофе.
168	s_5b67cdc9441a.mp3	הוּא מְנַגֵּן בִּפְסַנְתֵּר מְצוּיָן.	hу менагэ́н би-фсантэ́р мецуя́н.	Он отлично играет на пианино.
169	s_d2fca264cef5.mp3	אֲנִי מְשַׁלֵּם בְּכַרְטִיס אַשְׁרַאי.	анӣ́ мешалэ́м бе-хартӣ́с ашрáй.	Я плачу кредитной картой.
170	s_690331480c5f.mp3	הוּא שׁוֹלֵחַ הוֹדָעָה עַכְשָׁיו.	hу шолéах hодаá ахшáв.	Он отправляет сообщение сейчас.
171	s_ec10e9951b0b.mp3	הוּא מְקַבֵּל מַתָּנָה יָפָה.	hу мекабэ́ль матанá яфá.	Он получает красивый подарок.
172	s_28c0b79e96eb.mp3	אֲנִי חוֹתֵם עַל הַחוֹזֶה.	анӣ́ хотэ́м аль hа-хозэ́.	Я подписываю договор.
173	s_2e9abb0368cf.mp3	הוּא מְבַקֵּשׁ כּוֹס מַיִם.	hу мевакэ́ш кос мáйим.	Он просит стакан воды.
174	s_386b87eda306.mp3	אֲנִי מְטַיֵּל עִם הַכֶּלֶב.	анӣ́ метайéль им hа-кéлев.	Я гуляю с собакой.
175	s_3965ec51d355.mp3	הוּא מְחַפֵּשׂ אֶת הַמַּפְתֵּחַ.	hу мехапэ́с эт hа-мафтéах.	Он ищет ключ.
176	s_f64c9c8c110f.mp3	הוּא מַזְמִין מָקוֹם בַּמִּסְעָדָה.	hу мазмӣ́н макóм ба-мисадá.	Он заказывает место в ресторане.
177	s_45429c606b28.mp3	אֲנִי מַרְגִּישׁ מְצוּיָן הַיּוֹם.	анӣ́ маргӣ́ш мецуя́н hа-йом.	Я чувствую себя отлично сегодня.
178	s_cb2c56eea678.mp3	אֲנִי מַכִּיר אֶת הָאִישׁ.	анӣ́ макӣ́р эт hа-ӣ́ш.	Я знаю этого человека.
179	s_f29ff275c917.mp3	אֲנִי מַקְשִׁיב לְמוּזִיקָה טוֹבָה.	анӣ́ макшӣ́в ле-мýзика товá.	Я слушаю хорошую музыку.
180	s_2067169da26e.mp3	הוּא מִתְלַבֵּשׁ יָפֶה הַיּוֹם.	hу митлабэ́ш яфэ́ hа-йом.	Он одевается красиво сегодня.
181	s_73f7a5b87f0b.mp3	אֲנִי מִתְרַחֵץ בַּמִּקְלַחַת עַכְשָׁיו.	анӣ́ митрахэ́ц ба-миклáхат ахшáв.	Я моюсь в душе сейчас.
182	s_5fef53372d49.mp3	אֲנִי מִתְרַגֵּשׁ מְאוֹד הַיּוֹם.	анӣ́ митрагэ́ш меóд hа-йом.	Я очень волнуюсь сегодня.
183	s_ee6caa2b285d.mp3	אֲנִי מִצְטַעֵר עַל הַטָּעוּת.	анӣ́ мицтаэ́р аль hа-таýт.	Я сожалею об ошибке.
184	s_d98fd7e8ac22.mp3	הוּא מִתְפַּלֵּל בְּבֵית הַכְּנֶסֶת.	hу митпалéль бе-вéйт hа-кнéсет.	Он молится в синагоге.
185	s_cf28786c997d.mp3	הוּא מִתְחַתֵּן עִם שָׂרָה.	hу митхатэ́н им Сáра.	Он женится на Саре.
186	s_bcdec44f16cf.mp3	אֲנִי מִתְנַצֵּל עַל הָאִחוּר.	анӣ́ митнацэ́ль аль hа-ихýр.	Я извиняюсь за опоздание.
187	s_0378a97bbdc2.mp3	אֲנִי רוֹאֶה אֶת הַיָּם.	анӣ́ роэ́ эт hа-ям.	Я вижу море.
188	s_4d6442d1d763.mp3	אֲנִי מֵבִין עִבְרִית הֵיטֵב.	анӣ́ мевӣ́н иврӣ́т hейтéв.	Я хорошо понимаю иврит.
189	s_3871386a49de.mp3	הוּא נוֹתֵן לִי מַפְתֵּחַ.	hу нотэ́н ли мафтéах.	Он дает мне ключ.
190	s_20b4b062d986.mp3	אֲנִי זוֹכֵר אֶת הַכֹּל.	анӣ зохéр эт hа-коль.	Я всё помню.
191	s_d55a4c17ad73.mp3	הוּא תָּמִיד שׁוֹכֵחַ מַפְתְּחוֹת.	hу тамӣ́д шохéах мафтехо́т.	Он всегда забывает ключи.
192	s_b930c2d02d1a.mp3	הוּא מוֹצֵא עֲבוֹדָה טוֹבָה.	hу моцэ́ аводá товá.	Он находит хорошую работу.
193	s_891732bac8a2.mp3	אֲנִי טוֹעֵן אֶת הַטֶּלֶפוֹן.	анӣ тоэ́н эт hа-тéлефон.	Я заряжаю телефон.
194	s_5ed15a01f9e5.mp3	הוּא חוֹתֵךְ אֶת הַלֶּחֶם.	hу хотéх эт hа-лéхем.	Он режет хлеб.
195	s_a4083ec03805.mp3	הוּא מְטַגֵּן אֶת הַבָּצָל.	hу метагéн эт hа-бацáль.	Он жарит лук.
196	s_7fb7b1b93c01.mp3	הוּא מוֹסִיף מֶלַח לַמָּרָק.	hу мосӣ́ф мéлах ла-марáк.	Он добавляет соль в суп.
197	s_b649b8fc818e.mp3	הוּא לוֹמֵד עִבְרִית בָּאוּלְפָּן.	hу ломéд иврӣ́т ба-ульпáн.	Он учит иврит в ульпане.
198	s_36f396f8bfa1.mp3	יוֹסִי עוֹבֵד בַּמִּשְׂרָד הַזֶּה.	йóси овéд ба-мисрáд hа-зэ́.	Йоси работает в этом офисе.
199	s_de7ed20bb458.mp3	הוּא שׁוֹמֵעַ מוּזִיקָה עַכְשָׁיו.	hу шомéа му́зика ахшáв.	Он слушает музыку сейчас.
200	s_6c6f7723451d.mp3	הוּא סוֹגֵר אֶת הַדֶּלֶת.	hу согéр эт hа-дéлет.	Он закрывает дверь.
201	s_4629d7147e42.mp3	הוּא פּוֹתֵחַ אֶת הַחַלּוֹן.	hу потéах эт hа-халóн.	Он открывает окно.
202	s_1c04ca7037ef.mp3	אֲנִי שׁוֹמֵעַ מוּזִיקָה טוֹבָה.	анӣ́ шомéа му́зика товá.	Я слушаю хорошую музыку.
203	s_eac573c83a5f.mp3	הוּא סוֹגֵר אֶת הַחַלּוֹן.	hу согéр эт hа-халóн.	Он закрывает окно.
204	s_381ab3c32573.mp3	הַיֶּלֶד אוֹכֵל תַּפּוּחַ מָתוֹק.	hа-йéлед охéль тапýах матóк.	Ребёнок ест сладкое яблоко.
205	s_fad409b16b53.mp3	אֲנִי פּוֹגֵשׁ חָבֵר בַּקָּפֶה.	анӣ́ погéш хавéр ба-кафé.	Я встречаю друга в кафе.
206	s_dab4eefd3870.mp3	הוּא לוֹמֵד רְפוּאָה בָּאוּנִיבֶרְסִיטָה.	hу ломéд рефуá ба-унивéрсита.	Он изучает медицину в университете.
207	s_475512a5daed.mp3	אֲנִי עוֹמֵד לְיַד הַפֶּתַח.	анӣ́ омéд ле-йáд hа-пéтах.	Я стою возле входа.
208	s_42ba63b2f3a3.mp3	הוּא הוֹלֵךְ לָעֲבוֹדָה בַּבּוֹקֶר.	hу hолéх ла-аводá ба-бóкер.	Он идёт на работу утром.
209	s_db65c412092d.mp3	אֲנִי גָּר בִּירוּשָׁלַיִם עַכְשָׁיו.	анӣ́ гар би-рушалáим ахшáв.	Я живу в Иерусалиме сейчас.
210	s_5e31540d4fd7.mp3	אֲנִי קָם מוּקְדָּם בַּבּוֹקֶר.	анӣ́ кам мукдáм ба-бóкер.	Я встаю рано утром.
211	s_a11185db9301.mp3	אֲנִי בָּא לַבַּיִת שֶׁלְּךָ.	анӣ́ ба ла-бáйт шельхá.	Я прихожу к тебе домой.
212	s_0e1af1d242fa.mp3	אֲנִי בָּא בַּשָּׁבוּעַ הַבָּא.	анӣ́ ба ба-шавýа hа-бá.	Я приду на следующей неделе.
213	s_5aa605626e9a.mp3	אֲנִי טָס לְיִשְׂרָאֵל מָחָר.	анӣ́ тас ле-исраэ́ль махáр.	Я лечу в Израиль завтра.
214	s_8d61e5e48ae0.mp3	אֲנִי קוֹנֶה לֶחֶם בַּמַּכּוֹלֶת.	анӣ́ конé лéхем ба-макóлет.	Я покупаю хлеб в продуктовом магазине.
215	s_8aea433bf2b3.mp3	אֲנִי רוֹצֶה לִשְׁתּוֹת מַיִם.	анӣ́ роцé лишто́т мáйим.	Я хочу пить воду.
216	s_025677454b4c.mp3	אֲנִי שׁוֹתֶה קָפֶה חַם.	анӣ́ шотé кафé хам.	Я пью горячий кофе.
217	s_80bfc1049149.mp3	מָה אַתָּה עוֹשֶׂה עַכְשָׁיו?	ма атá осé ахшáв?	Что ты делаешь сейчас?
218	s_1ae767c9d013.mp3	אֲנִי רוֹאֶה סֶרֶט טוֹב.	анӣ́ роэ́ сéрет тов.	Я смотрю хороший фильм.
219	s_68ae9be4982b.mp3	הוּא קוֹנֶה סֵפֶר חָדָשׁ.	hу конé сéфер хадáш.	Он покупает новую книгу.
220	s_49695dfa10a1.mp3	הוּא הָיָה פֹּה אֶתְמוֹל.	hу hайá по этмóль.	Он был здесь вчера.
221	s_b0f187010644.mp3	הוּא הֵבִין אֶת הַכֹּל.	hу hэвӣ́н эт hакóль.	Он всё понял.
222	s_383c5aba98b3.mp3	אֲנִי מַמְשִׁיךְ לִלְמוֹד עִבְרִית.	анӣ́ мамшӣ́х лильмóд иврӣ́т.	Я продолжаю учить иврит.
223	s_b649b8fc818e.mp3	הוּא לוֹמֵד עִבְרִית בָּאוּלְפָּן.	hу ломéд иврӣ́т ба-ульпáн.	Он учит иврит в ульпане.
224	s_8726aadb5cbc.mp3	הוּא שׁוֹמֵעַ מוּזִיקָה בַּחֶדֶר.	hу шомéаъ мýзика ба-хéдер.	Он слушает музыку в комнате.
225	s_005ac5390b22.mp3	הוּא עוֹבֵד בַּמִּשְׂרָד הַיּוֹם.	hу овéд ба-мисрáд hайóм.	Он работает в офисе сегодня.
226	s_6c6f7723451d.mp3	הוּא סוֹגֵר אֶת הַדֶּלֶת.	hу согéр эт hа-дéлет.	Он закрывает дверь.
227	s_664cbd95a1b3.mp3	הוּא רוֹאֶה סֶרֶט בַּטֶּלֶוִויזְיָה.	hу роэ́ сéрет ба-телеви́зия.	Он смотрит фильм по телевизору.
228	s_515615db4f9e.mp3	יוֹסִי כּוֹתֵב בַּמַּחְבֶּרֶת שֶׁלּוֹ.	йóси котéв ба-махбéрет шелó.	Йоси пишет в своей тетради.
229	s_edffc963d586.mp3	הַיֶּלֶד לוֹמֵד בְּבֵית הַסֵּפֶר.	hа-йéлед ломéд бе-вéйт hа-сéфер.	Мальчик учится в школе.
230	s_eac573c83a5f.mp3	הוּא סוֹגֵר אֶת הַחַלּוֹן.	hу согéр эт hа-халóн.	Он закрывает окно.
231	s_d33e55c5b8a8.mp3	הוּא מְפַתֵּחַ תּוֹכְנִית חֲדָשָׁה.	hу мефатéах тохнӣ́т хадашá.	Он разрабатывает новую программу.
232	s_596bf14ed98b.mp3	הַיֶּלֶד שׁוֹמֵעַ אֶת הַקּוֹל.	hа-йéлед шомéаъ эт hа-коль.	Мальчик слышит этот голос.
233	s_72106e3aa378.mp3	הוּא עוֹזֵר לְאִמָּא בַּבַּיִת.	hу озéр ле-ӣ́ма ба-бáйт.	Он помогает маме дома.
234	s_c48987406be3.mp3	הוּא גָּר בְּתֵל אָבִיב.	hу гар бе-тéль авӣ́в.	Он живёт в Тель-Авиве.
235	s_de63402eb69f.mp3	הוּא קָם מוּקְדָּם בַּבּוֹקֶר.	hу кам мукдáм ба-бóкер.	Он встаёт рано утром.
236	s_d165c0b50841.mp3	הוּא בָּא לְבַקֵּר אוֹתִי.	hу ба левакéр отӣ́.	Он приходит навестить меня.
237	s_1762ec655e8d.mp3	הוּא טָס לְאֵירוֹפָּה הַיּוֹם.	hу тас ле-эйрóпа hайóм.	Он летит в Европу сегодня.
238	s_3ef205858b51.mp3	הוּא רָץ בַּפַּארְק בַּבּוֹקֶר.	hу рац ба-парк ба-бóкер.	Он бегает в парке утром.
239	s_38d92fde52dd.mp3	הוּא עוֹשֶׂה עֲבוֹדָה טוֹבָה.	hу осé аводá товá.	Он делает хорошую работу.
240	s_54d1b8272816.mp3	הוּא נִדְבָּר עִם הַמּוֹרֶה.	hу нидбáр им hа-морé.	Он договаривается с учителем.
241	s_6d1a6278ff22.mp3	הוּא מְסַדֵּר אֶת הַחֶדֶר.	hу месадéр эт hа-хéдер.	Он наводит порядок в комнате.
242	s_287de51a007a.mp3	אֲנִי מְבַקֵּשׁ כּוֹס מַיִם.	ани́ мевакéш кос мáйим.	Я прошу стакан воды.
243	s_14fd679af553.mp3	הוּא מְחַפֵּשׂ עֲבוֹדָה חֲדָשָׁה.	hу мехапéс ъаводá хадашá.	Он ищет новую работу.
244	s_c161be0e1736.mp3	הוּא מְקַבֵּל הוֹדָעָה חֲדָשָׁה.	hу мекабéль hодаá хадашá.	Он получает новое сообщение.
245	s_c7ab9b4a5ea1.mp3	הוּא מְבַקֵּר אֶת הַמִּשְׁפָּחָה.	hу мевакéр эт hамишпахá.	Он навещает семью.
246	s_7e2fb76e0e30.mp3	הוּא מְתַקֵּן אֶת הַמַּחְשֵׁב.	hу метакéн эт hамахшэ́в.	Он чинит компьютер.
247	s_72acd8966d3f.mp3	הוּא מַזְמִין שׁוּלְחָן בַּמִּסְעָדָה.	hу мазмíн шульхáн бамисъадá.	Он заказывает столик в ресторане.
248	s_45429c606b28.mp3	אֲנִי מַרְגִּישׁ מְצוּיָן הַיּוֹם.	ани́ маргíш мецуйáн hайóм.	Я чувствую себя отлично сегодня.
249	s_3285aded05b6.mp3	הוּא מַכִּיר אֶת הַמּוֹרֶה.	hу макíр эт hаморé.	Он знает учителя.
250	s_2bbabb18a4fd.mp3	הוּא מַגִּיעַ הַבַּיְתָה בָּעֶרֶב.	hу магíа hабáйта баъéрев.	Он приходит домой вечером.
251	s_4e6f8c549d5c.mp3	הוּא מַצְלִיחַ בַּמִּבְחָן הַקָּשֶׁה.	hу мацлíах бамивхáн hакашэ́.	Он успешно сдаёт трудный экзамен.
252	s_dd9c38634ffd.mp3	הוּא מִתְרַגֵּשׁ לִפְנֵי הַמִּבְחָן.	hу митрагéш лифнéй hамивхáн.	Он волнуется перед экзаменом.
253	s_5a4d1b441a5b.mp3	הוּא מִשְׁתַּדֵּל לְהַגִּיעַ בִּזְמַן.	hу миштадéль леhагíа бизмáн.	Он старается приходить вовремя.
254	s_55e469eed23b.mp3	הוּא מִצְטָרֵךְ לָלֶכֶת עַכְשָׁו.	hу митстарéх лалéхет ахшáв.	Он вынужден идти сейчас.
255	s_f8c1bdc65e40.mp3	הוּא מְתַרְגֵּל עִבְרִית הַיּוֹם.	hу метаргéль иврíт hайóм.	Он тренирует иврит сегодня.
256	s_0ffd3c38fb38.mp3	הוּא מִשְׁתַּמֵּשׁ בַּמַּחְשֵׁב הַזֶּה.	hу миштамéш бамахшэ́в hазэ́.	Он пользуется этим компьютером.
257	s_e3c40c93be8a.mp3	הוּא מִתְרַעְנֵן בַּמַּיִם הַקָּרִים.	hу митраънéн ба-мáйим hакарíм.	Он освежается в холодной воде.
258	s_3392d8b5eb94.mp3	הוּא חוֹסֵךְ כֶּסֶף לְדִירָה.	hу хосéх кéсеф ледирá.	Он копит деньги на квартиру.
259	s_011d5d94e7f8.mp3	הוּא נִשְׁאָר בַּבַּיִת הַיּוֹם.	hу нишъáр бабáит hайóм.	Он остаётся дома сегодня.
260	s_ecdcbbbc498e.mp3	הוּא נִזְכָּר בַּשֵּׁם שֶׁלָּהּ.	hу низкáр ба-шем шелá.	Он вспоминает её имя.
261	s_8b3640dedbca.mp3	אֲנִי נִזְהָר מֵהַכֶּלֶב הַזֶּה.	анӣ низháр ме-hа-кéлев hа-зэ́.	Я остерегаюсь этой собаки.
262	s_372ccc96f825.mp3	הוּא נִכְנָס לַחֶדֶר הַגָּדוֹל.	hу нихнáс ла-хéдер hа-гадóль.	Он входит в большую комнату.
263	s_ae2fd16513e1.mp3	דָּוִד נִרְגָּע מַהֵר מְאוֹד.	давӣ́д ниргá маhéр меóд.	Давид успокаивается очень быстро.
264	s_d141f7ca4704.mp3	דָּוִד מַחְלִיט לִקְנוֹת דִּירָה.	давӣ́д махлӣ́т ликнóт дирá.	Давид решает купить квартиру.
265	s_cc85f8a9a875.mp3	אֲנִי סוֹמֵךְ עָלֶיךָ תָּמִיד.	анӣ сомéх алéха тамӣ́д.	Я всегда полагаюсь на тебя.
266	s_4b19e1408314.mp3	הוּא מַשְׁוֶה אֶת הַמְּחִירִים.	hу машвэ́ эт hа-мехирúм.	Он сравнивает цены.
267	s_93c4c995526e.mp3	הוּא מְמַחְזֵר בַּקְבּוּקֵי פְּלַסְטִיק.	hу мемахзéр бакбукéй плáстик.	Он перерабатывает пластиковые бутылки.
268	s_5ee81be3c924.mp3	הוּא מַצְבִּיעַ בַּבְּחִירוֹת הַיּוֹם.	hу мацбúа ба-бхирóт hайóм.	Он голосует на выборах сегодня.
269	s_e0c629cbb226.mp3	הוּא מִתְגַּיֵּס לְצַהַ"ל מָחָר.	hу митгайéс ле-Цáхаль махáр.	Он призывается в ЦАХАЛ завтра.
270	s_ec67ff5c2c2a.mp3	הוּא חוֹפֵר בּוֹר בַּגִּינָּה.	hу хофéр бор ба-гинá.	Он копает яму в саду.
271	s_9675a4513043.mp3	הוּא נִרְשָׁם לַקּוּרְס הַיּוֹם.	hу ниршáм ла-курс hайóм.	Он записывается на курс сегодня.
272	s_95ff99f54ea5.mp3	הוּא תּוֹרֵם כֶּסֶף לַקְּשִׁישִׁים.	hу торéм кэ́сеф ла-кешишúм.	Он жертвует деньги пожилым людям.
273	s_1156731260e0.mp3	הוּא מְשַׁכְנֵעַ אֶת הַחֲבֵרִים.	hу мешахнэ́а эт hа-хаверúм.	Он убеждает друзей.
274	s_d04ee39e2874.mp3	הוּא מַבִּיעַ דֵּעָה בַּדִּיּוּן.	hу мабúа дэá ба-дийýн.	Он высказывает мнение на обсуждении.
275	s_fbf5a04bbdb8.mp3	הוּא חוֹלֵק עַל דַּעְתּוֹ.	hу холéк аль даатó.	Он оспаривает его мнение.
276	s_47594082abcc.mp3	הוּא מְפַעְנֵחַ אֶת הַקּוֹד.	hу мефаънéах эт hа-код.	Он расшифровывает код.
277	s_5fa31d815d0b.mp3	הוּא מְסַכֵּם אֶת הַמַּאֲמָר.	hу месакéм эт hа-маамáр.	Он резюмирует статью.
278	s_88411e74620b.mp3	הוּא רָץ כָּל בֹּקֶר.	hу рац коль бóкер.	Он бегает каждое утро.
279	s_4af2c2d6f333.mp3	אֲנִי מְסַדֵּר אֶת הַחֶדֶר.	анӣ́ месадэ́р эт hа-хéдер.	Я навожу порядок в комнате.
280	s_9ea05c72a19e.mp3	אֲנִי שׁוֹתֶה תֵּה בַּבֹּקֶר.	анӣ шотэ́ тэ ба-бóкер.	Я пью чай утром.
281	s_396bd5432b82.mp3	דָּוִד בַּבַּיִת בָּעֶרֶב.	Давӣд ба-бáит ба-э́рев.	Давид дома вечером.
282	s_06c76a71e03c.mp3	אֲנִי רוֹצֶה קָפֶה חַם.	анӣ роцэ́ кафэ́ хам.	Я хочу горячий кофе.
283	s_452c0ecb28cd.mp3	הוּא שׁוֹתֶה תֵּה בַּבֹּקֶר.	hу шотэ́ тэ ба-бóкер.	Он пьёт чай утром.
284	s_e53a45a7c193.mp3	אֲנִי רוֹצֶה קָפֶה עִם חָלָב.	анӣ роцэ́ кафэ́ им халáв.	Я хочу кофе с молоком.
285	s_af01eacf41b6.mp3	אַתָּה רוֹצֶה סוּכָּר בַּתֵּה?	атá роцэ́ сукáр ба-тэ?	Ты хочешь сахар в чай?
286	s_8f000e28feb2.mp3	דָּוִד אוֹכֵל קְרוּאָסוֹן בַּקָּפֶה.	Давӣд охéль круасóн ба-кафэ́.	Давид ест круассан в кафе.
287	s_e7060303dbfa.mp3	אֲנִי גָּר בְּיִשְׂרָאֵל עַכְשָׁו.	анӣ гар бе-Исраэ́ль ахшáв.	Я живу в Израиле сейчас.
288	s_a53fd2f99df0.mp3	אֲנִי מְדַבֵּר עִבְרִית בָּאוּלְפָּן.	анӣ медабéр иврӣ́т ба-ульпáн.	Я говорю на иврите в ульпане.
289	s_1e28d88d954a.mp3	אַתָּה מֵבִין אַנְגְּלִית טוֹב?	атá мевӣ́н англӣ́т тов?	Ты хорошо понимаешь по-английски?
290	s_e9c7127bfb1b.mp3	אֲנִי קוֹרֵא סֵפֶר טוֹב.	анӣ корé сéфер тов.	Я читаю хорошую книгу.
291	s_a31c08cff3d3.mp3	דָּוִד תַּלְמִיד טוֹב בָּאוּלְפָּן.	Давӣд тальмӣ́д тов ба-ульпáн.	Давид — хороший ученик в ульпане.
292	s_b3d6badc4e78.mp3	אֲנִי קוֹנֶה הַכֹּל בַּסּוּפֶּרְמַרְקֶט.	анӣ конé hакóль ба-су́пермаркет.	Я покупаю всё в супермаркете.
293	s_61382e66d759.mp3	אֲנִי רוֹצֶה קִילוֹ מְלָפְפוֹנִים.	анӣ роцэ́ кӣ́ло мелафефонӣ́м.	Я хочу килограмм огурцов.
294	s_133858d67656.mp3	אֲנִי רוֹצֶה שְׁנֵי קִילוֹ תַּפּוּזִים.	анӣ роцэ́ шней кӣ́ло тапузӣ́м.	Я хочу два килограмма апельсинов.
295	s_56cb65008f64.mp3	אַתָּה רוֹצֶה שַׂקִּית גְּדוֹלָה?	атá роцэ́ сакӣ́т гдолá?	Ты хочешь большой пакет?
296	s_8a3fcccf7af0.mp3	הַיֶּלֶד מְשַׂחֵק בַּחֶדֶר.	hа-йéлед месахéк ба-хéдер.	Мальчик играет в комнате.
297	s_f200c6f70ee7.mp3	דָּוִד קוֹנֶה בַּיִת חָדָשׁ.	Давӣд конé бáит хадáш.	Давид покупает новый дом.
298	s_2bf79aa69c33.mp3	אֲנִי כּוֹתֵב מִכְתָּב לַחֲבֵר.	анӣ котéв михтáв ла-хавéр.	Я пишу письмо другу.
299	s_d33862ef0749.mp3	הוּא שׁוֹמֵעַ מוּזִיקָה טוֹבָה.	hу шомéа му́зика товá.	Он слушает хорошую музыку.
300	s_4ed13796d2e1.mp3	אֲנִי אוֹכֵל בַּצָּהֳרַיִּים.	анӣ охéль ба-цоhорáим.	Я ем в обеденное время.
301	s_ed31a8dc8bc8.mp3	אֲנִי אוֹכֵל אֲרוּחַת בֹּקֶר.	анӣ охéль арухáт бóкер.	Я ем завтрак.
302	s_4c0e1866b168.mp3	אֲנִי נוֹסֵעַ בְּאוֹטוֹבּוּס לָעֲבוֹדָה.	анӣ носéа бе-óтобус ла-аводá.	Я еду на автобусе на работу.
303	s_e793e4f6682c.mp3	אֲנִי קוֹנֶה קִילוֹ בָּצָל.	анӣ конэ́ кӣло бацáль.	Я покупаю килограмм лука.
304	s_e41ed3227772.mp3	אֲנִי רוֹצֶה שׁוּם טָרִי.	анӣ роцэ́ шум тарӣ́.	Я хочу свежий чеснок.
305	s_2d369f8262fa.mp3	אֲנִי שׁוֹתֶה מִיץ תַּפּוּזִים.	анӣ шотэ́ миц тапузӣ́м.	Я пью апельсиновый сок.
306	s_917bae072f12.mp3	אֲנִי שָׂם גֶּזֶר בַּסָּלָט.	анӣ сам гéзер ба-салáт.	Я кладу морковь в салат.
307	s_0b859d18edc0.mp3	אֲנִי אוֹכֵל בֵּיצָה בַּבֹּקֶר.	анӣ охэ́ль бейцá ба-бóкер.	Я ем яйцо утром.
308	s_b6e9c78376eb.mp3	הוּא לֹא אוֹכֵל בָּשָׂר.	hу ло охэ́ль басáр.	Он не ест мясо.
309	s_654283becd62.mp3	אֲנִי מַזְמִין מָרָק עוֹף.	анӣ мазмӣн марáк оф.	Я заказываю куриный суп.
310	s_e161d184c4d6.mp3	אֲנִי אוֹכֵל אוֹרֶז בַּצָּהֳרַיִם.	анӣ охэ́ль óрез ба-цоhорáйим.	Я ем рис в обед.
311	s_844aa7aeffce.mp3	אֲנִי מַכִין סָלָט יִשְׂרְאֵלִי.	анӣ махӣн салáт исрээлӣ́.	Я готовлю израильский салат.
312	s_99748ecc9bb6.mp3	אֲנִי רוֹצֶה קַבָּלָה, בְּבַקָּשָׁה.	анӣ роцэ́ кабалá, бевакашá.	Я хочу чек, пожалуйста.
313	s_df05644d3c37.mp3	אַתָּה רוֹצֶה עוֹד מַשֶּׁהוּ?	атá роцэ́ од мáшеhу?	Ты хочешь что-нибудь еще?
314	s_1240f1c726de.mp3	אֲנִי לוֹבֵשׁ מִכְנָסַיִּים שְׁחוֹרִים.	анӣ ловэ́ш михнасáйим шхорӣ́м.	Я ношу чёрные брюки.
315	s_c3e86164e1d2.mp3	אֵיזֶה צֶבַע אַתָּה אוֹהֵב?	э́йзе цэ́ва атá оhэ́в?	Какой цвет ты любишь?
316	s_3bf3cafaed88.mp3	אֲנִי הוֹלֵךְ לָרוֹפֵא הַיּוֹם.	анӣ hолэ́х ла-рофэ́ hа-йом.	Я иду к врачу сегодня.
